timestamp_utc,forecast_mw
2026-05-05T13:00:00Z,61173.97
2026-05-05T14:00:00Z,57518.83
2026-05-05T15:00:00Z,53733.0
2026-05-05T16:00:00Z,52068.85
2026-05-05T17:00:00Z,48527.17
2026-05-05T18:00:00Z,45983.69
2026-05-05T19:00:00Z,44513.3
2026-05-05T20:00:00Z,40945.99
2026-05-05T21:00:00Z,40867.77
2026-05-05T22:00:00Z,40567.52
2026-05-05T23:00:00Z,40685.33
2026-05-06T00:00:00Z,42278.8
2026-05-06T01:00:00Z,43239.7
2026-05-06T02:00:00Z,45591.09
2026-05-06T03:00:00Z,49517.56
2026-05-06T04:00:00Z,52432.18
2026-05-06T05:00:00Z,55940.06
2026-05-06T06:00:00Z,58127.37
2026-05-06T07:00:00Z,61459.42
2026-05-06T08:00:00Z,62223.06
2026-05-06T09:00:00Z,62954.91
2026-05-06T10:00:00Z,62777.75
2026-05-06T11:00:00Z,62930.27
2026-05-06T12:00:00Z,62883.41
2026-05-06T13:00:00Z,59606.32
2026-05-06T14:00:00Z,57728.58
2026-05-06T15:00:00Z,56369.78
2026-05-06T16:00:00Z,52508.08
2026-05-06T17:00:00Z,49968.76
2026-05-06T18:00:00Z,45405.06
2026-05-06T19:00:00Z,42038.73
2026-05-06T20:00:00Z,42517.52
2026-05-06T21:00:00Z,39558.72
2026-05-06T22:00:00Z,40054.55
2026-05-06T23:00:00Z,40539.15
2026-05-07T00:00:00Z,41038.36
2026-05-07T01:00:00Z,44446.3
2026-05-07T02:00:00Z,46929.6
2026-05-07T03:00:00Z,49225.04
2026-05-07T04:00:00Z,51982.31
2026-05-07T05:00:00Z,55220.69
2026-05-07T06:00:00Z,57342.46
2026-05-07T07:00:00Z,60341.84
2026-05-07T08:00:00Z,62329.34
2026-05-07T09:00:00Z,63079.77
2026-05-07T10:00:00Z,64509.53
2026-05-07T11:00:00Z,62735.22
2026-05-07T12:00:00Z,62120.25
2026-05-07T13:00:00Z,59133.55
2026-05-07T14:00:00Z,58298.09
2026-05-07T15:00:00Z,55551.39
2026-05-07T16:00:00Z,52372.78
2026-05-07T17:00:00Z,50645.02
2026-05-07T18:00:00Z,46563.87
2026-05-07T19:00:00Z,42949.52
2026-05-07T20:00:00Z,43205.82
2026-05-07T21:00:00Z,39856.7
2026-05-07T22:00:00Z,40473.24
2026-05-07T23:00:00Z,40854.77
2026-05-08T00:00:00Z,41079.86
2026-05-08T01:00:00Z,44351.93
2026-05-08T02:00:00Z,46212.76
2026-05-08T03:00:00Z,49236.74
2026-05-08T04:00:00Z,51594.56
2026-05-08T05:00:00Z,55887.41
2026-05-08T06:00:00Z,57483.44
2026-05-08T07:00:00Z,59417.79
2026-05-08T08:00:00Z,63247.38
2026-05-08T09:00:00Z,63335.07
2026-05-08T10:00:00Z,64026.02
2026-05-08T11:00:00Z,64744.76
2026-05-08T12:00:00Z,63074.2
2026-05-08T13:00:00Z,60864.91
2026-05-08T14:00:00Z,58641.95
2026-05-08T15:00:00Z,54669.32
2026-05-08T16:00:00Z,52451.85
2026-05-08T17:00:00Z,49560.13
2026-05-08T18:00:00Z,46453.25
2026-05-08T19:00:00Z,43392.24
2026-05-08T20:00:00Z,39359.25
2026-05-08T21:00:00Z,40743.27
2026-05-08T22:00:00Z,40068.93
2026-05-08T23:00:00Z,40187.16
2026-05-09T00:00:00Z,37074.55
2026-05-09T01:00:00Z,38674.14
2026-05-09T02:00:00Z,41122.37
2026-05-09T03:00:00Z,43004.02
2026-05-09T04:00:00Z,46124.41
2026-05-09T05:00:00Z,50328.15
2026-05-09T06:00:00Z,53045.63
2026-05-09T07:00:00Z,55568.53
2026-05-09T08:00:00Z,57492.06
2026-05-09T09:00:00Z,58837.98
2026-05-09T10:00:00Z,59021.64
2026-05-09T11:00:00Z,58685.77
2026-05-09T12:00:00Z,57545.97
2026-05-09T13:00:00Z,56042.93
2026-05-09T14:00:00Z,52691.19
2026-05-09T15:00:00Z,50577.67
2026-05-09T16:00:00Z,47381.83
2026-05-09T17:00:00Z,43957.41
2026-05-09T18:00:00Z,40714.93
2026-05-09T19:00:00Z,38736.2
2026-05-09T20:00:00Z,37126.08
2026-05-09T21:00:00Z,34763.9
2026-05-09T22:00:00Z,35037.29
2026-05-09T23:00:00Z,35447.74
2026-05-10T00:00:00Z,36210.97
2026-05-10T01:00:00Z,38143.15
2026-05-10T02:00:00Z,40069.31
2026-05-10T03:00:00Z,43232.3
2026-05-10T04:00:00Z,46077.51
2026-05-10T05:00:00Z,49735.89
2026-05-10T06:00:00Z,52664.01
2026-05-10T07:00:00Z,55160.51
2026-05-10T08:00:00Z,57615.41
2026-05-10T09:00:00Z,58478.57
2026-05-10T10:00:00Z,58562.65
2026-05-10T11:00:00Z,58157.98
2026-05-10T12:00:00Z,56713.4
2026-05-10T13:00:00Z,55367.58
2026-05-10T14:00:00Z,52871.57
2026-05-10T15:00:00Z,51079.6
2026-05-10T16:00:00Z,47920.49
2026-05-10T17:00:00Z,44780.91
2026-05-10T18:00:00Z,42247.55
2026-05-10T19:00:00Z,37784.48
2026-05-10T20:00:00Z,37011.49
2026-05-10T21:00:00Z,35865.52
2026-05-10T22:00:00Z,35285.73
2026-05-10T23:00:00Z,36684.89
2026-05-11T00:00:00Z,43130.42
2026-05-11T01:00:00Z,44102.34
2026-05-11T02:00:00Z,46391.89
2026-05-11T03:00:00Z,48220.73
2026-05-11T04:00:00Z,51327.78
2026-05-11T05:00:00Z,55525.96
2026-05-11T06:00:00Z,57954.62
2026-05-11T07:00:00Z,59686.94
2026-05-11T08:00:00Z,62317.89
2026-05-11T09:00:00Z,63807.11
2026-05-11T10:00:00Z,64561.56
2026-05-11T11:00:00Z,63526.5
2026-05-11T12:00:00Z,62230.77
2026-05-11T13:00:00Z,60489.01
2026-05-11T14:00:00Z,58103.79
2026-05-11T15:00:00Z,54407.95
2026-05-11T16:00:00Z,52499.99
2026-05-11T17:00:00Z,50208.37
2026-05-11T18:00:00Z,46488.52
2026-05-11T19:00:00Z,42645.8
2026-05-11T20:00:00Z,41664.4
2026-05-11T21:00:00Z,39349.51
2026-05-11T22:00:00Z,38902.47
2026-05-11T23:00:00Z,40804.44
2026-05-12T00:00:00Z,41654.28
2026-05-12T01:00:00Z,43102.45
2026-05-12T02:00:00Z,44747.53
2026-05-12T03:00:00Z,48132.81
2026-05-12T04:00:00Z,52097.32
2026-05-12T05:00:00Z,55124.96
2026-05-12T06:00:00Z,58413.82
2026-05-12T07:00:00Z,61399.32
2026-05-12T08:00:00Z,62188.75
2026-05-12T09:00:00Z,63872.49
2026-05-12T10:00:00Z,63917.32
2026-05-12T11:00:00Z,63293.19
2026-05-12T12:00:00Z,62245.43
2026-05-12T13:00:00Z,61061.73
2026-05-12T14:00:00Z,57382.95
2026-05-12T15:00:00Z,55790.45
2026-05-12T16:00:00Z,52886.37
2026-05-12T17:00:00Z,48915.61
2026-05-12T18:00:00Z,46152.95
2026-05-12T19:00:00Z,42667.64
2026-05-12T20:00:00Z,43024.02
2026-05-12T21:00:00Z,40996.22
2026-05-12T22:00:00Z,40103.37
2026-05-12T23:00:00Z,40443.35
2026-05-13T00:00:00Z,41878.28
2026-05-13T01:00:00Z,43123.98
2026-05-13T02:00:00Z,46169.96
2026-05-13T03:00:00Z,48340.03
2026-05-13T04:00:00Z,52298.39
2026-05-13T05:00:00Z,54698.9
2026-05-13T06:00:00Z,58537.31
2026-05-13T07:00:00Z,60413.06
2026-05-13T08:00:00Z,62553.55
2026-05-13T09:00:00Z,65367.64
2026-05-13T10:00:00Z,64482.54
2026-05-13T11:00:00Z,63751.79
2026-05-13T12:00:00Z,62418.94
2026-05-13T13:00:00Z,59861.78
2026-05-13T14:00:00Z,58650.53
2026-05-13T15:00:00Z,56067.23
2026-05-13T16:00:00Z,52038.61
2026-05-13T17:00:00Z,49900.22
2026-05-13T18:00:00Z,45932.63
2026-05-13T19:00:00Z,42450.89
2026-05-13T20:00:00Z,41215.75
2026-05-13T21:00:00Z,39774.69
2026-05-13T22:00:00Z,39835.28
2026-05-13T23:00:00Z,40785.08
2026-05-14T00:00:00Z,41050.31
2026-05-14T01:00:00Z,43466.57
2026-05-14T02:00:00Z,46119.61
2026-05-14T03:00:00Z,48454.35
2026-05-14T04:00:00Z,51454.41
2026-05-14T05:00:00Z,55158.14
2026-05-14T06:00:00Z,58523.42
2026-05-14T07:00:00Z,60123.34
2026-05-14T08:00:00Z,61941.47
2026-05-14T09:00:00Z,63506.36
2026-05-14T10:00:00Z,64173.97
2026-05-14T11:00:00Z,63265.3
2026-05-14T12:00:00Z,62191.82
2026-05-14T13:00:00Z,60346.52
2026-05-14T14:00:00Z,57348.53
2026-05-14T15:00:00Z,54999.31
2026-05-14T16:00:00Z,51663.97
2026-05-14T17:00:00Z,49844.2
2026-05-14T18:00:00Z,45689.61
2026-05-14T19:00:00Z,43788.99
2026-05-14T20:00:00Z,41835.41
2026-05-14T21:00:00Z,39738.07
2026-05-14T22:00:00Z,39250.63
2026-05-14T23:00:00Z,40141.6
2026-05-15T00:00:00Z,42005.24
2026-05-15T01:00:00Z,43170.78
2026-05-15T02:00:00Z,45606.31
2026-05-15T03:00:00Z,47154.04
2026-05-15T04:00:00Z,51761.9
2026-05-15T05:00:00Z,55293.32
2026-05-15T06:00:00Z,58266.81
2026-05-15T07:00:00Z,60742.8
2026-05-15T08:00:00Z,62195.6
2026-05-15T09:00:00Z,63454.82
2026-05-15T10:00:00Z,64499.37
2026-05-15T11:00:00Z,63509.68
2026-05-15T12:00:00Z,61010.48
2026-05-15T13:00:00Z,61097.29
2026-05-15T14:00:00Z,57353.39
2026-05-15T15:00:00Z,55931.0
2026-05-15T16:00:00Z,53016.49
2026-05-15T17:00:00Z,49351.64
2026-05-15T18:00:00Z,46542.47
2026-05-15T19:00:00Z,44629.4
2026-05-15T20:00:00Z,40946.42
2026-05-15T21:00:00Z,40561.2
2026-05-15T22:00:00Z,40143.44
2026-05-15T23:00:00Z,39828.62
2026-05-16T00:00:00Z,37814.78
2026-05-16T01:00:00Z,38166.3
2026-05-16T02:00:00Z,40561.25
2026-05-16T03:00:00Z,44054.8
2026-05-16T04:00:00Z,47618.67
2026-05-16T05:00:00Z,49745.2
2026-05-16T06:00:00Z,52640.26
2026-05-16T07:00:00Z,55787.75
2026-05-16T08:00:00Z,56536.94
2026-05-16T09:00:00Z,58127.56
2026-05-16T10:00:00Z,58497.06
2026-05-16T11:00:00Z,58330.51
2026-05-16T12:00:00Z,57306.95
2026-05-16T13:00:00Z,56591.81
2026-05-16T14:00:00Z,53544.42
2026-05-16T15:00:00Z,50119.27
2026-05-16T16:00:00Z,46865.18
2026-05-16T17:00:00Z,44418.78
2026-05-16T18:00:00Z,41257.04
2026-05-16T19:00:00Z,39049.44
2026-05-16T20:00:00Z,37436.28
2026-05-16T21:00:00Z,34803.98
2026-05-16T22:00:00Z,33648.29
2026-05-16T23:00:00Z,35395.81
2026-05-17T00:00:00Z,36655.37
2026-05-17T01:00:00Z,38686.79
2026-05-17T02:00:00Z,40640.71
2026-05-17T03:00:00Z,43754.6
2026-05-17T04:00:00Z,47335.24
2026-05-17T05:00:00Z,50473.36
2026-05-17T06:00:00Z,53798.59
2026-05-17T07:00:00Z,54185.51
2026-05-17T08:00:00Z,56403.11
2026-05-17T09:00:00Z,59468.27
2026-05-17T10:00:00Z,59364.92
2026-05-17T11:00:00Z,59067.17
2026-05-17T12:00:00Z,57221.4
2026-05-17T13:00:00Z,55200.79
2026-05-17T14:00:00Z,53119.88
2026-05-17T15:00:00Z,49541.96
2026-05-17T16:00:00Z,46081.9
2026-05-17T17:00:00Z,43227.83
2026-05-17T18:00:00Z,41069.92
2026-05-17T19:00:00Z,38897.03
2026-05-17T20:00:00Z,37598.45
2026-05-17T21:00:00Z,35631.98
2026-05-17T22:00:00Z,35283.51
2026-05-17T23:00:00Z,36421.77
2026-05-18T00:00:00Z,41141.7
2026-05-18T01:00:00Z,42939.14
2026-05-18T02:00:00Z,45677.24
2026-05-18T03:00:00Z,48836.44
2026-05-18T04:00:00Z,53213.94
2026-05-18T05:00:00Z,54896.52
2026-05-18T06:00:00Z,58784.27
2026-05-18T07:00:00Z,60201.68
2026-05-18T08:00:00Z,62687.15
2026-05-18T09:00:00Z,63999.9
2026-05-18T10:00:00Z,64319.77
2026-05-18T11:00:00Z,64041.74
2026-05-18T12:00:00Z,61978.88
2026-05-18T13:00:00Z,61358.97
2026-05-18T14:00:00Z,58588.6
2026-05-18T15:00:00Z,54684.7
2026-05-18T16:00:00Z,52303.46
2026-05-18T17:00:00Z,48250.27
2026-05-18T18:00:00Z,46056.94
2026-05-18T19:00:00Z,42812.07
2026-05-18T20:00:00Z,42038.72
2026-05-18T21:00:00Z,42187.51
2026-05-18T22:00:00Z,40882.5
2026-05-18T23:00:00Z,40847.36
2026-05-19T00:00:00Z,41065.97
2026-05-19T01:00:00Z,43742.87
2026-05-19T02:00:00Z,46710.73
2026-05-19T03:00:00Z,48841.14
2026-05-19T04:00:00Z,52077.57
2026-05-19T05:00:00Z,54089.22
2026-05-19T06:00:00Z,57486.75
2026-05-19T07:00:00Z,59376.27
2026-05-19T08:00:00Z,63540.99
2026-05-19T09:00:00Z,63874.69
2026-05-19T10:00:00Z,64434.81
2026-05-19T11:00:00Z,63469.49
2026-05-19T12:00:00Z,61515.91
2026-05-19T13:00:00Z,60590.86
2026-05-19T14:00:00Z,57618.11
2026-05-19T15:00:00Z,54523.93
2026-05-19T16:00:00Z,52033.25
2026-05-19T17:00:00Z,48960.06
2026-05-19T18:00:00Z,45891.7
2026-05-19T19:00:00Z,43050.16
2026-05-19T20:00:00Z,41016.17
2026-05-19T21:00:00Z,40412.68
2026-05-19T22:00:00Z,40733.49
2026-05-19T23:00:00Z,39446.3
2026-05-20T00:00:00Z,41213.39
2026-05-20T01:00:00Z,43417.3
2026-05-20T02:00:00Z,45904.76
2026-05-20T03:00:00Z,48538.51
2026-05-20T04:00:00Z,53157.1
2026-05-20T05:00:00Z,55345.71
2026-05-20T06:00:00Z,57408.77
2026-05-20T07:00:00Z,59356.0
2026-05-20T08:00:00Z,62289.01
2026-05-20T09:00:00Z,64478.79
2026-05-20T10:00:00Z,64115.66
2026-05-20T11:00:00Z,62201.52
2026-05-20T12:00:00Z,61566.14
2026-05-20T13:00:00Z,60559.03
2026-05-20T14:00:00Z,58640.57
2026-05-20T15:00:00Z,55190.47
2026-05-20T16:00:00Z,52089.58
2026-05-20T17:00:00Z,49537.97
2026-05-20T18:00:00Z,46753.75
2026-05-20T19:00:00Z,43108.8
2026-05-20T20:00:00Z,41870.52
2026-05-20T21:00:00Z,39834.46
2026-05-20T22:00:00Z,39354.06
2026-05-20T23:00:00Z,40761.89
2026-05-21T00:00:00Z,40753.63
2026-05-21T01:00:00Z,43616.64
2026-05-21T02:00:00Z,46188.52
2026-05-21T03:00:00Z,49410.94
2026-05-21T04:00:00Z,51309.74
2026-05-21T05:00:00Z,55334.32
2026-05-21T06:00:00Z,57924.74
2026-05-21T07:00:00Z,61376.92
2026-05-21T08:00:00Z,61946.65
2026-05-21T09:00:00Z,62925.1
2026-05-21T10:00:00Z,64300.13
2026-05-21T11:00:00Z,63077.62
2026-05-21T12:00:00Z,61615.73
2026-05-21T13:00:00Z,61031.32
2026-05-21T14:00:00Z,58258.23
2026-05-21T15:00:00Z,53238.98
2026-05-21T16:00:00Z,51447.41
2026-05-21T17:00:00Z,48229.35
2026-05-21T18:00:00Z,46386.61
2026-05-21T19:00:00Z,44398.26
2026-05-21T20:00:00Z,42842.56
2026-05-21T21:00:00Z,40832.57
2026-05-21T22:00:00Z,39342.39
2026-05-21T23:00:00Z,39730.13
2026-05-22T00:00:00Z,41036.05
2026-05-22T01:00:00Z,43808.36
2026-05-22T02:00:00Z,46759.25
2026-05-22T03:00:00Z,47743.52
2026-05-22T04:00:00Z,52365.55
2026-05-22T05:00:00Z,55662.54
2026-05-22T06:00:00Z,58189.58
2026-05-22T07:00:00Z,62427.02
2026-05-22T08:00:00Z,62713.45
2026-05-22T09:00:00Z,63610.61
2026-05-22T10:00:00Z,64366.31
2026-05-22T11:00:00Z,63264.6
2026-05-22T12:00:00Z,61732.75
2026-05-22T13:00:00Z,60738.59
2026-05-22T14:00:00Z,58692.18
2026-05-22T15:00:00Z,54964.87
2026-05-22T16:00:00Z,52555.43
2026-05-22T17:00:00Z,48668.71
2026-05-22T18:00:00Z,46978.83
2026-05-22T19:00:00Z,43643.59
2026-05-22T20:00:00Z,41928.28
2026-05-22T21:00:00Z,40868.59
2026-05-22T22:00:00Z,39188.75
2026-05-22T23:00:00Z,40299.61
2026-05-23T00:00:00Z,37712.01
2026-05-23T01:00:00Z,38536.61
2026-05-23T02:00:00Z,41841.56
2026-05-23T03:00:00Z,44424.63
2026-05-23T04:00:00Z,45903.36
2026-05-23T05:00:00Z,50530.25
2026-05-23T06:00:00Z,52347.03
2026-05-23T07:00:00Z,55642.02
2026-05-23T08:00:00Z,57142.94
2026-05-23T09:00:00Z,58604.17
2026-05-23T10:00:00Z,58957.47
2026-05-23T11:00:00Z,58736.71
2026-05-23T12:00:00Z,57123.32
2026-05-23T13:00:00Z,54674.7
2026-05-23T14:00:00Z,52394.03
2026-05-23T15:00:00Z,50655.57
2026-05-23T16:00:00Z,48034.7
2026-05-23T17:00:00Z,44033.71
2026-05-23T18:00:00Z,41505.38
2026-05-23T19:00:00Z,39100.83
2026-05-23T20:00:00Z,35788.2
2026-05-23T21:00:00Z,34285.3
2026-05-23T22:00:00Z,34969.25
2026-05-23T23:00:00Z,34273.5
2026-05-24T00:00:00Z,36444.2
2026-05-24T01:00:00Z,37627.78
2026-05-24T02:00:00Z,40625.58
2026-05-24T03:00:00Z,43443.46
2026-05-24T04:00:00Z,47312.0
2026-05-24T05:00:00Z,49717.48
2026-05-24T06:00:00Z,52311.35
2026-05-24T07:00:00Z,55514.56
2026-05-24T08:00:00Z,59172.62
2026-05-24T09:00:00Z,58886.77
2026-05-24T10:00:00Z,57833.04
2026-05-24T11:00:00Z,58645.9
2026-05-24T12:00:00Z,58934.96
2026-05-24T13:00:00Z,55586.77
2026-05-24T14:00:00Z,53768.4
2026-05-24T15:00:00Z,50771.9
2026-05-24T16:00:00Z,47713.02
2026-05-24T17:00:00Z,44524.65
2026-05-24T18:00:00Z,41169.59
2026-05-24T19:00:00Z,38404.13
2026-05-24T20:00:00Z,36440.57
2026-05-24T21:00:00Z,35481.05
2026-05-24T22:00:00Z,35256.22
2026-05-24T23:00:00Z,34643.49
2026-05-25T00:00:00Z,41439.42
2026-05-25T01:00:00Z,43490.38
2026-05-25T02:00:00Z,46064.72
2026-05-25T03:00:00Z,48708.36
2026-05-25T04:00:00Z,52483.84
2026-05-25T05:00:00Z,55043.43
2026-05-25T06:00:00Z,57774.74
2026-05-25T07:00:00Z,59743.16
2026-05-25T08:00:00Z,61925.87
2026-05-25T09:00:00Z,63728.88
2026-05-25T10:00:00Z,64071.51
2026-05-25T11:00:00Z,62367.89
2026-05-25T12:00:00Z,62946.89
2026-05-25T13:00:00Z,60063.72
2026-05-25T14:00:00Z,57458.85
2026-05-25T15:00:00Z,55774.65
2026-05-25T16:00:00Z,52698.01
2026-05-25T17:00:00Z,48467.33
2026-05-25T18:00:00Z,45786.63
2026-05-25T19:00:00Z,42780.29
2026-05-25T20:00:00Z,42096.23
2026-05-25T21:00:00Z,40951.7
2026-05-25T22:00:00Z,39736.71
2026-05-25T23:00:00Z,41243.9
2026-05-26T00:00:00Z,42158.84
2026-05-26T01:00:00Z,43440.49
2026-05-26T02:00:00Z,46432.95
2026-05-26T03:00:00Z,47901.37
2026-05-26T04:00:00Z,51842.32
2026-05-26T05:00:00Z,55256.82
2026-05-26T06:00:00Z,57993.75
2026-05-26T07:00:00Z,61715.25
2026-05-26T08:00:00Z,62578.62
2026-05-26T09:00:00Z,63810.99
2026-05-26T10:00:00Z,63203.2
2026-05-26T11:00:00Z,63478.62
2026-05-26T12:00:00Z,61922.19
2026-05-26T13:00:00Z,61894.54
2026-05-26T14:00:00Z,57750.62
2026-05-26T15:00:00Z,55177.26
2026-05-26T16:00:00Z,52729.48
2026-05-26T17:00:00Z,49288.17
2026-05-26T18:00:00Z,45153.21
2026-05-26T19:00:00Z,43897.83
2026-05-26T20:00:00Z,42033.88
2026-05-26T21:00:00Z,40299.9
2026-05-26T22:00:00Z,40278.58
2026-05-26T23:00:00Z,40471.73
2026-05-27T00:00:00Z,40776.47
2026-05-27T01:00:00Z,43176.62
2026-05-27T02:00:00Z,46012.43
2026-05-27T03:00:00Z,48542.31
2026-05-27T04:00:00Z,52323.43
2026-05-27T05:00:00Z,55707.01
2026-05-27T06:00:00Z,58164.05
2026-05-27T07:00:00Z,60261.67
2026-05-27T08:00:00Z,63210.01
2026-05-27T09:00:00Z,63673.63
2026-05-27T10:00:00Z,64212.11
2026-05-27T11:00:00Z,63133.04
2026-05-27T12:00:00Z,62261.72
2026-05-27T13:00:00Z,61084.14
2026-05-27T14:00:00Z,58446.24
2026-05-27T15:00:00Z,54993.59
2026-05-27T16:00:00Z,52004.95
2026-05-27T17:00:00Z,49013.56
2026-05-27T18:00:00Z,45435.29
2026-05-27T19:00:00Z,43403.52
2026-05-27T20:00:00Z,41300.76
2026-05-27T21:00:00Z,39577.43
2026-05-27T22:00:00Z,40091.3
2026-05-27T23:00:00Z,40322.61
2026-05-28T00:00:00Z,40729.41
2026-05-28T01:00:00Z,43037.71
2026-05-28T02:00:00Z,45947.75
2026-05-28T03:00:00Z,47159.54
2026-05-28T04:00:00Z,52110.4
2026-05-28T05:00:00Z,55265.86
2026-05-28T06:00:00Z,58389.34
2026-05-28T07:00:00Z,60128.11
2026-05-28T08:00:00Z,61538.66
2026-05-28T09:00:00Z,63968.08
2026-05-28T10:00:00Z,63175.01
2026-05-28T11:00:00Z,63915.68
2026-05-28T12:00:00Z,61986.88
2026-05-28T13:00:00Z,59877.98
2026-05-28T14:00:00Z,58176.6
2026-05-28T15:00:00Z,55779.18
2026-05-28T16:00:00Z,51905.84
2026-05-28T17:00:00Z,48746.73
2026-05-28T18:00:00Z,44986.89
2026-05-28T19:00:00Z,44013.44
2026-05-28T20:00:00Z,41651.41
2026-05-28T21:00:00Z,40245.88
2026-05-28T22:00:00Z,40785.03
2026-05-28T23:00:00Z,39468.43
2026-05-29T00:00:00Z,41304.93
2026-05-29T01:00:00Z,43517.63
2026-05-29T02:00:00Z,45822.67
2026-05-29T03:00:00Z,47432.23
2026-05-29T04:00:00Z,52209.6
2026-05-29T05:00:00Z,55087.53
2026-05-29T06:00:00Z,58606.46
2026-05-29T07:00:00Z,61709.2
2026-05-29T08:00:00Z,62279.57
2026-05-29T09:00:00Z,63821.79
2026-05-29T10:00:00Z,64151.84
2026-05-29T11:00:00Z,63692.98
2026-05-29T12:00:00Z,62309.32
2026-05-29T13:00:00Z,60717.23
2026-05-29T14:00:00Z,58676.9
2026-05-29T15:00:00Z,54596.39
2026-05-29T16:00:00Z,53140.56
2026-05-29T17:00:00Z,49197.95
2026-05-29T18:00:00Z,46181.79
2026-05-29T19:00:00Z,42165.24
2026-05-29T20:00:00Z,41601.32
2026-05-29T21:00:00Z,39823.35
2026-05-29T22:00:00Z,40344.63
2026-05-29T23:00:00Z,40982.23
2026-05-30T00:00:00Z,37297.62
2026-05-30T01:00:00Z,38414.88
